sharpe,ann_return,max_dd,name,weights
2.469072411508028,40.74260109398002,-6.9056288655925275,Equal-weight (all),"{'XAUUSD': 0.3333333333333333, 'EURUSD': 0.3333333333333333, 'NAS100': 0.3333333333333333}"
2.469072411508028,40.74260109398012,-6.9056288655925275,Equal-weight top3,"{'XAUUSD': 0.3333333333333333, 'NAS100': 0.3333333333333333, 'EURUSD': 0.3333333333333333}"
2.4906763873729707,28.72069110696916,-4.787773388081806,Inv-vol (all),"{'XAUUSD': np.float64(0.24627124906537182), 'EURUSD': np.float64(0.5623892024645006), 'NAS100': np.float64(0.1913395484701275)}"
2.059422413197046,67.0790481195582,-13.678875968140991,Best single (XAUUSD),
2.2431998587648585,32.10452545885918,-8.022132094626333,Pair XAUUSD+EURUSD,"{'XAUUSD': 0.5, 'EURUSD': 0.5}"
