friday,monday,fri_close,mon_open,gap,gap_pct,gap_direction,fills_in_4h,fills_in_24h,never_fills,mon_persistence_pct,continued,h1_mom_4bar_pct,h1_mom_sign,gap_sign
2024-01-19,2024-01-22,2029.46,2029.8,0.33999999999991815,0.016753224995807663,up,True,True,False,-0.40644398462902753,False,-0.0024632968765425645,-1.0,1.0
2024-01-26,2024-01-29,2018.41,2024.31,5.899999999999864,0.29230929295831193,up,False,False,True,0.39816036081429945,True,0.053351512367183496,1.0,1.0
2024-02-02,2024-02-05,2039.5,2039.88,0.38000000000010914,0.018632017651390494,up,True,True,False,-0.7461223209208397,False,-0.316195070298253,-1.0,1.0
2024-02-09,2024-02-12,2024.26,2023.89,-0.36999999999989086,-0.01827828441010003,down,True,True,False,-0.19714510175948338,True,-0.07460879790898156,-1.0,-1.0
2024-02-16,2024-02-19,2013.34,2014.72,1.3800000000001091,0.06854281939464318,up,True,True,False,0.15684561626429885,True,0.37474189961881343,1.0,1.0
2024-02-23,2024-02-26,2035.48,2032.86,-2.6200000000001182,-0.1287165680822272,down,False,True,False,-0.08018259988390158,True,-0.09789164034906817,-1.0,-1.0
2024-03-01,2024-03-04,2083.01,2081.99,-1.0200000000004366,-0.048967599771505485,down,True,True,False,1.5523609623485304,False,-0.02737765311071616,-1.0,-1.0
2024-03-08,2024-03-11,2178.56,2180.74,2.1799999999998363,0.10006609870739554,up,True,True,False,0.0889606280436941,True,-0.025220796610314622,-1.0,1.0
2024-03-15,2024-03-18,2156.16,2155.97,-0.19000000000005457,-0.00881196200653266,down,True,True,False,0.18970579367988172,False,-0.17300797320927153,-1.0,-1.0
2024-03-22,2024-03-25,2165.35,2165.3,-0.04999999999972715,-0.0023090955272693633,down,True,True,False,0.28033067011498214,False,0.4530550039255399,1.0,-1.0
2024-04-05,2024-04-08,2329.49,2324.21,-5.279999999999745,-0.2266590541277166,down,False,True,False,0.6475318495316766,False,0.00344202976494401,1.0,-1.0
2024-04-12,2024-04-15,2344.05,2353.07,9.019999999999982,0.3848040784112959,up,False,True,False,1.2838547089546861,True,0.10709413659601985,1.0,1.0
2024-04-19,2024-04-22,2391.2,2388.95,-2.25,-0.09409501505520242,down,False,False,True,-2.616212143410285,True,-0.4579417735825153,-1.0,-1.0
2024-04-26,2024-04-29,2337.76,2335.82,-1.9400000000000546,-0.08298542194237452,down,True,True,False,-0.022690104545735546,True,-0.20720774717229995,-1.0,-1.0
2024-05-03,2024-05-06,2301.56,2304.02,2.4600000000000364,0.10688402648638473,up,True,True,False,0.8650098523450247,True,0.18532825235892947,1.0,1.0
2024-05-10,2024-05-13,2360.45,2362.7,2.25,0.09532080747315132,up,True,True,False,-1.1334490201887566,False,-0.1519448089050579,-1.0,1.0
2024-05-17,2024-05-20,2413.88,2418.41,4.529999999999745,0.18766467264320286,up,False,True,False,0.2782820117349837,True,0.6661401499332253,1.0,1.0
2024-05-24,2024-05-27,2333.77,2335.56,1.7899999999999636,0.07669993186989135,up,True,True,False,0.7792563667814261,True,0.17340594975081558,1.0,1.0
2024-05-31,2024-06-03,2327.23,2327.45,0.2199999999997999,0.009453298556644592,up,True,True,False,1.0006659648972036,True,0.13963780102688172,1.0,1.0
2024-06-07,2024-06-10,2293.88,2293.74,-0.14000000000032742,-0.006103196331121393,down,True,True,False,0.742019583736624,False,0.16697620480090603,1.0,-1.0
2024-06-14,2024-06-17,2332.73,2333.31,0.5799999999999272,0.024863571866436632,up,True,True,False,-0.6141489986328403,False,-0.30300303003030216,-1.0,1.0
2024-06-21,2024-06-24,2321.2,2321.67,0.47000000000025466,0.020248147509919642,up,True,True,False,0.5151464247718253,True,0.08442198934388578,1.0,1.0
2024-06-28,2024-07-01,2326.55,2325.44,-1.1100000000001273,-0.04771012873138884,down,True,True,False,0.2653261318288183,False,0.10363630108709554,1.0,-1.0
2024-07-05,2024-07-08,2391.43,2386.56,-4.869999999999891,-0.20364384489614545,down,False,False,True,-1.1715607401448125,True,-0.005028157683018009,-1.0,-1.0
2024-07-12,2024-07-15,2411.35,2413.07,1.7200000000002547,0.07132933833745639,up,True,True,False,0.3754553328332765,True,-0.12971028606713064,-1.0,1.0
2024-07-19,2024-07-22,2400.36,2400.81,0.4499999999998181,0.018747187921804152,up,False,True,False,-0.17868969222887124,False,0.23242155772427164,1.0,1.0
2024-07-26,2024-07-29,2387.04,2388.22,1.1799999999998363,0.04943360815067348,up,True,True,False,-0.18674996440862157,False,0.19009973955499415,1.0,1.0
2024-08-02,2024-08-05,2441.79,2447.6,5.809999999999945,0.23794019960766263,up,True,True,False,-1.5639810426540182,False,-0.3362477529007979,-1.0,1.0
2024-08-09,2024-08-12,2430.78,2429.9,-0.8800000000001091,-0.03620237125532171,down,True,True,False,1.7441046956664925,False,-0.16132351125560662,-1.0,-1.0
2024-08-16,2024-08-19,2507.71,2509.36,1.650000000000091,0.06579708179973326,up,True,True,False,-0.2096152006886305,False,-0.4443364045015552,-1.0,1.0
2024-08-23,2024-08-26,2512.37,2507.35,-5.019999999999982,-0.19981133352173375,down,True,True,False,0.43033481564201104,False,0.23690350369913737,1.0,-1.0
2024-08-30,2024-09-02,2503.24,2504.49,1.25,0.04993528387210176,up,True,True,False,-0.1856665428889569,False,-0.26312742314801296,-1.0,1.0
2024-09-06,2024-09-09,2497.45,2496.97,-0.4800000000000182,-0.01921960399607673,down,True,True,False,0.36444170334446807,False,0.03083737489837368,1.0,-1.0
2024-09-13,2024-09-16,2578.94,2578.47,-0.47000000000025466,-0.01822454186604786,down,True,True,False,0.16676556252351907,False,0.12371677777907042,1.0,-1.0
2024-09-20,2024-09-23,2622.13,2621.14,-0.9900000000002365,-0.03775556513217256,down,False,True,False,0.27278207192290727,False,-0.040440419054299515,-1.0,-1.0
2024-09-27,2024-09-30,2658.23,2658.85,0.6199999999998909,0.023323790642641562,up,True,True,False,-0.9033980856385272,False,-0.2331835191906162,-1.0,1.0
2024-10-04,2024-10-07,2653.54,2652.65,-0.8899999999998727,-0.03354010114789574,down,False,True,False,-0.3815052871656604,True,-0.24503798088704176,-1.0,-1.0
2024-10-11,2024-10-14,2656.89,2655.59,-1.2999999999997272,-0.04892938736642191,down,False,True,False,-0.25531049597265393,True,-0.3599953306045012,-1.0,-1.0
2024-10-18,2024-10-21,2721.64,2719.41,-2.230000000000018,-0.08193589159477442,down,True,True,False,0.01507679974701532,False,0.2533637811142908,1.0,-1.0
2024-10-25,2024-10-28,2746.92,2738.84,-8.079999999999927,-0.29414762716059906,down,False,False,True,0.12523550116106952,False,-0.23878722378817274,-1.0,-1.0
2024-11-01,2024-11-04,2736.55,2737.62,1.069999999999709,0.039100327054126874,up,True,True,False,-0.04383369496131012,False,0.08255345884382592,1.0,1.0
2024-11-08,2024-11-11,2684.63,2681.64,-2.9900000000002365,-0.11137475182800745,down,True,True,False,-2.31462836174877,True,-0.3624647603705067,-1.0,-1.0
2024-11-15,2024-11-18,2563.01,2565.31,2.299999999999727,0.08973823746297233,up,False,False,True,1.8071889947023998,True,1.0018282390822364,1.0,1.0
2024-11-22,2024-11-25,2715.48,2714.97,-0.5100000000002183,-0.018781209951839756,down,True,True,False,-3.293222392880948,True,-0.7292898264069092,-1.0,-1.0
2024-11-29,2024-12-02,2655.25,2652.0,-3.25,-0.12239902080783352,down,False,False,True,-0.49849170437404977,True,-0.9513574660633517,-1.0,-1.0
2024-12-06,2024-12-09,2633.05,2641.12,8.069999999999709,0.3064886728318759,up,True,True,False,0.7277215726661513,True,0.18628460653056234,1.0,1.0
2024-12-13,2024-12-16,2648.32,2649.84,1.5199999999999818,0.057394876752053445,up,True,True,False,0.11396914530688576,True,0.07736316154935974,1.0,1.0
2024-12-20,2024-12-23,2622.8,2620.49,-2.3100000000004,-0.0880738142443343,down,True,True,False,-0.2743761662894955,True,0.20950280291092138,1.0,-1.0
2024-12-27,2024-12-30,2622.12,2619.78,-2.3399999999996908,-0.08924076701293956,down,True,True,False,-0.5156921573567329,True,0.1549748452160049,1.0,-1.0
2025-01-03,2025-01-06,2639.61,2642.96,3.349999999999909,0.12691268785918786,up,True,True,False,-0.2762054665980636,False,0.05448436601387385,1.0,1.0
2025-01-10,2025-01-13,2689.92,2689.71,-0.21000000000003638,-0.007806923625982795,down,True,True,False,-0.9703648348706705,True,-0.04535804975258628,-1.0,-1.0
2025-01-17,2025-01-20,2703.2,2704.79,1.5900000000001455,0.05881917727138745,up,True,True,False,0.15343150484880863,True,-0.2702612772155999,-1.0,1.0
2025-01-24,2025-01-27,2770.93,2770.11,-0.819999999999709,-0.029592952546607418,down,True,True,False,-1.067105638404249,True,-0.5035901101400397,-1.0,-1.0
2025-01-31,2025-02-03,2798.78,2800.89,2.1099999999996726,0.07538999135336369,up,True,True,False,0.4909153876089386,True,-0.817597263726888,-1.0,1.0
2025-02-07,2025-02-10,2860.93,2856.44,-4.489999999999782,-0.1569419734142318,down,True,True,False,1.8078447298035272,False,0.6056489896514528,1.0,-1.0
2025-02-14,2025-02-17,2882.78,2886.41,3.6299999999996544,0.12592011877422676,up,True,True,False,0.38663945870476857,True,0.4444967970593128,1.0,1.0
2025-02-21,2025-02-24,2936.35,2934.31,-2.0399999999999636,-0.06947400684523179,down,True,True,False,0.6229743960249667,False,0.22049476708323468,1.0,-1.0
2025-02-28,2025-03-03,2858.05,2860.52,2.4699999999998,0.08642256083692726,up,False,False,True,1.1588802035993488,True,0.26428761204255746,1.0,1.0
2025-03-07,2025-03-10,2911.19,2912.34,1.150000000000091,0.0395027462996263,up,True,True,False,-0.7983271183996374,False,-0.008584162563440856,-1.0,1.0
2025-03-14,2025-03-17,2986.0,2984.72,-1.2800000000002,-0.04286671131949766,down,True,True,False,0.5608566297676244,False,0.20437427966444321,1.0,-1.0
2025-03-21,2025-03-24,3023.31,3024.03,0.7200000000002547,0.02381495777807286,up,True,True,False,-0.4024430974560462,False,-0.10648042512806377,-1.0,1.0
2025-03-28,2025-03-31,3085.18,3088.17,2.9900000000002365,0.09691492878860347,up,True,True,False,1.1592626053617427,True,0.2146902534510664,1.0,1.0
2025-04-04,2025-04-07,3038.71,3028.17,-10.539999999999964,-0.3468577126478,down,True,True,False,-1.5058599748362842,True,0.3338650075788374,1.0,-1.0
2025-04-11,2025-04-14,3237.83,3219.87,-17.960000000000036,-0.5546924946646377,down,True,True,False,-0.29473239602840434,True,0.6155528018211953,1.0,-1.0
2025-04-25,2025-04-28,3319.05,3324.32,5.269999999999982,0.15878037390217023,up,True,True,False,0.5944072772777519,True,-1.3022212061414074,-1.0,1.0
