session,trades,win_rate,avg_return_pct,std_return_pct,trade_sharpe,avg_win_pct,avg_loss_pct,expectancy_pct,avg_bars,total_return_pct
overlap,71,53.52112676056338,0.3219008303286082,1.5619714857300233,0.20608623990223512,1.0608574896302654,-0.5290189591702698,0.32190083032860806,34.08450704225352,22.854958953331185
asian,218,45.87155963302752,0.19127122116551243,1.2182909582042065,0.15699962301899648,0.813687051997266,-0.3361998219122448,0.19127122116551248,30.03211009174312,41.69712621408171
ny,191,42.40837696335078,0.16757765883290782,1.6593940541218835,0.10098726002823145,0.9601718003647178,-0.41605984538597046,0.16757765883290773,29.717277486910994,32.007332837085386
off_hours,85,54.11764705882353,0.0912628716401281,0.6809613634290378,0.13402063103927994,0.3733642610757812,-0.2414721005147448,0.09126287164012806,26.16470588235294,7.757344089410889
london,108,42.592592592592595,0.08123587464658023,0.9900112346811744,0.08205550785768773,0.6705080886940179,-0.3559660906144219,0.08123587464658022,25.49074074074074,8.773474461830666
